,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
826,826,"The Transformers actor, 31, was arrested in the lobby of his Savannah hotel on charges of disorderly conduct and public intoxication. Four videos from police bodycams released by the Savannah Chatham Metropolitan Police Department show LaBeouf questioning why he was being arrested.","'Transformers' actor Shia LaBeouf, who was arrested on charges of disorderly conduct and public intoxication, hurled insults at policemen arresting him. ""I came up to you trying to be nice, you stupid b****... I got more millionaire lawyers than you know what to do with,"" he said. LaBeouf was arrested for using vulgar language when he was denied a cigarette.",'Transformers' actor hurls insults at cops arresting him,4,5,5,5,4,5,prahar,5,4,5,5,5,5,shivangi,http://www.hindustantimes.com/hollywood/transformers-star-shia-labeouf-hurls-insults-at-cops-arresting-him-watch-video/story-I9G8SEM0CsGlQpoK5AyXKL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
827,827,The Delhi high court said the ongoing Delhi University admissions could be impacted by the Class 12 examination answer sheets submitted to the Central Board of Secondary Education. A bench of acting chief justice Gita Mittal and justice C Hari Shankar said ?the merit position of students could change substantially? on the basis of marks obtained after re-evaluation.,"Delhi High Court on Tuesday said the merit position of students could change substantially in the ongoing Delhi University admissions after re-evaluation of the answer sheets submitted to the CBSE. However, Delhi University officials said this should not worry students who have already secured the college seats even if their marks get reduced after re-evaluation.",CBSE re-evaluation can change DU merit list: Delhi HC,4,4,5,5,5,5,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/education/cbse-re-evaluation-could-change-du-merit-list-says-hc/story-wVEwuJaJ9rejuvoc3QVdFL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
828,828,"The state government has formally set aside 250 hectares of forest land in Raigad district to the City and Industrial Development Corporation (Cidco) for the project. A delay in getting the forest land had held up crucial pre-development works for the Rs16,000-crore Navi Mumbai airport project.","The Maharashtra government has allotted 250 hectares of forest land in Raigad district to the City and Industrial Development Corporation for the development of Navi Mumbai International Airport. The state officials said that the project is site-specific, with no alternative non-forest land available for it. The corporation has reportedly assured to plant thrice the number of trees destroyed.",Maha allots 250 hectares of forest land for airport project,4,5,5,5,4,4,prahar,5,5,5,4,3,4,shivangi,http://www.hindustantimes.com/mumbai-news/state-sets-aside-250-hectares-of-forest-land-for-navi-mumbai-airport/story-e4cf0svMzXUZkwkazd51CP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
829,829,The Indian National Lok Dal (INLD) blocked the national highway near Ambala and on four other roads in Haryana as part of their one-day ?Road Roko Aandolan? (road blockade protest) The INLD said that it is seeking the immediate construction of the Sutlej-Yamuna Link (SYL) canal in Punjab.,"The Supreme Court on Tuesday ordered Punjab to complete its share of construction on the disputed Sutlej-Yamuna Link Canal. ""How much water should be shared can be decided later,"" the court added and fixed the next hearing for September 7. Notably, Haryana completed its portion of constructing the canal, which will carry its share of Ravi-Beas water through Punjab. ",SC orders Punjab to construct Sutlej-Yamuna Link Canal,4,5,5,4,4,4,prahar,4,5,4,5,4,4,shivangi,http://www.hindustantimes.com/india-news/supreme-court-to-punjab-haryana-construct-the-syl-canal-first/story-6WanyXci2af27zYs0db1HK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
830,830,"The government has made it mandatory to install Global Positioning System (GPS) in all mobile phones, including feature phones that will be sold in India, from January 1, 2018. The industry warned that the decision will push up prices of such feature phones by over 50%.","The Telecom department has made it mandatory for all phones, including feature phones, to install Global Positioning System (GPS) from January 1, 2018. The order aims to ensure consumers' safety as GPS can help locate them in emergency situations. The industry, however, warned that the decision might raise the prices of feature phones by over 30%.",Govt mandates GPS installation in all phones from Jan 2018,4,5,4,5,5,4,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/business-news/telecom-dept-insists-on-gps-in-feature-phones-may-raise-prices-by-50/story-QjT8i2pYztbc0yzfVGQMfP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
831,831,Saleem Sheikh Juhar was at the wheel of the bus with 56 pilgrims on board when the militants opened fire. He kept his nerve and continued driving for another 1.5 km. Gujarat chief minister Vijay Rupani said his government will recommend his name for a national bravery award.,"Saleem Mirza, the driver of Amarnath bus which was attacked by terrorists, said that he just did his duty by not stopping as the firing started. ""Out of the blue, it started raining bullets?for a fraction of a second my mind went blank...I ducked and kept driving,"" he recalled. He added he'll go to Amarnath again if given a chance.",I just did my duty: Amarnath attack bus driver,4,5,5,5,5,5,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/india-news/i-m-ready-to-go-on-amarnath-yatra-again-says-braveheart-bus-driver/story-0BtQ3iZnTHf5qAeAEddnEK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
832,832,"The National Zoological Park in New Delhi is exploring options to launch an animal adoption scheme for its inmates. The suggestion had come from the Union environment and forest minister, Harsh Vardhan, a few weeks ago. Several zoos across India have already launched the scheme where a citizen or a corporate firm can adopt an animal.","The National Zoological Park in New Delhi may soon launch an animal adoption scheme, according to reports. Citizens would be able to adopt an animal after paying a fixed amount of money, usually spent on food and medicines for the animal. The adopter would have free entry for a year and their name will be displayed on the cage.",Delhi zoo may launch animal adoption scheme,4,5,5,5,4,5,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/delhi-news/want-to-adopt-a-tiger-delhi-zoo-to-launch-scheme-soon/story-sbIhh1dV70kHZCoff2cwXO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
833,833,Angelo Mathews has stepped down as Sri Lanka skipper across all three formats. Mathews had said that he was reconsidering his decision to be captain. Sri Lanka lost the ODI series against Zimbabwe 2-3. This was Sri Lanka's first-ever loss to Zimbabwe in a bilateral series.,"Following Sri Lanka's ODI series loss against Zimbabwe at home, Angelo Mathews on Tuesday stepped down as the Sri Lankan team's skipper in all three formats of the game. Mathews led the Sri Lankan side in 34 Tests, 98 ODIs and 12 T20Is, after taking over the role at the age of 25, in 2013.",Angelo Mathews steps down as Sri Lanka captain,5,5,4,5,4,4,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/cricket/angelo-mathews-steps-down-as-sri-lanka-skipper-after-zimbabwe-series-loss/story-qILidPSUEQ2HndW8iIfebI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
834,834,"Pooja Bhatt's farmhouse in Kalote, 2 kms off Old Mumbai - Pune highway is surrounded by lush greenery and a waterfall. As we enter, we spot six of them playing with balding guy in blue Tee-shirt and military green cargo pants. It looked somewhat like Manish Makhija, aka Channel V?s Udham Singh, who made Hariyanvi cool much before Dangal happened. Pooja reveals that in fact they are still not legally separated!","Pooja Bhatt has said she and her estranged husband Manish Makhija never got divorced on paper. She added, ""I don't believe that a piece of paper can decide your relationship status. We made a choice to get married...to end our marriage, and to remain friends."" Pooja and Manish had been married for eleven years when they separated in 2014.",Manish and I never really got divorced on paper: Pooja Bhatt,4,4,5,4,2,3,prahar,5,5,5,4,4,4,shivangi,http://www.hindustantimes.com/brunch/turns-out-pooja-bhatt-and-manish-makhija-aka-udham-singh-are-not-divorced-after-all/story-SyGkLys40Iy1qAhbCyaNpO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
835,835,"Only 3,500 of the 11,500 evaluators have started assessment work. The Maharashtra Public Universities Act 2016 makes it mandatory for every teacher of the university to assist the varsity in conducting examination and evaluation.","Mumbai University has asked its colleges to speed up the assessment process by assigning evaluators in proportion to their students. Reportedly, only 28% teachers are evaluating the answer scripts and only 6.5 lakh out of 18 lakh answer sheets have been assessed so far. The on-screen assessment system adopted by the university this year was blamed for the delay.",Mumbai University directs colleges to speed up evaluation,4,4,5,5,4,4,prahar,5,5,5,4,3,4,shivangi,http://www.hindustantimes.com/mumbai-news/get-more-teachers-to-speed-up-paper-assessment-mumbai-university-tells-colleges/story-8RtX485IWN2zi2TjSqATBP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
836,836,"Devkund waterfall is a popular trekking spot located near Tamhini Ghat, 66km from Pune. 16 people have died, and over 50 others hurt at various waterfalls and trekking routes around Mumbai since the beginning of the monsoon season.","The dead bodies of two trekkers who went missing last week have been found by a rescue team at the Devkund waterfall in Maharashtra. The police reportedly sought to impose a curfew in the area to stop people from going for the trek. Over 145 people, including the Army and police, were involved in the 24-hour search operation, police added.",Two trekkers found dead at Maharashtra?s Devkund waterfall,5,5,5,4,4,5,prahar,5,3,5,1,1,2,shivangi,http://www.hindustantimes.com/mumbai-news/missing-pune-trekkers-found-dead-at-maharashtra-s-devkund-police-want-to-stop-trekking-in-the-area/story-kVTNABYWUQ9AbF3lMH0ZTM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
837,837,Bihar?s ruling allies appeared headed for a major confrontation on Tuesday. Chief minister Nitish Kumar asked Tejashwi Yadav to give a ?fact-wise reply in public? to the corruption charges hurled at him.,"The Janata Dal (United) has given four days to ally Rashtriya Janata Dal (RJD) to decide on Lalu Prasad Yadav's son Tejashwi Yadav's resignation from the post of Bihar Deputy Chief Minister. Notably, after an FIR was registered against Tejashwi Yadav for acquiring Benami property, the BJP has been demanding to sack him from the Cabinet.",JD(U) gives RJD 4 days to decide on Tejashwi's resignation,4,5,5,5,4,5,prahar,5,4,5,4,4,4,shivangi,http://www.hindustantimes.com/india-news/jd-u-gives-partner-rjd-4-days-to-dispel-graft-charges-against-tejashwi-yadav/story-YtcDhEJ9rbVs7vwPV7wG2M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
838,838,"After Rustom, Ileana D?cruz has two releases - Mubarkaan and Baadshaho, this year. While she did Rustom after a hiatus of two years, the actor says that she didn?t fear losing out on projects during her time off.","Ileana D'Cruz has said that it's unfair to subject her boyfriend Andrew to harsh comments just because she is a celebrity. Ileana added, ""He is entitled to his privacy and respect and he deserves both in equal measure...it did affect me when people left harsh comments on my social media posts. But I do give it back to nasty trolls.""",Unfair to subject my boyfriend to harsh comments: Ileana,5,5,4,4,4,4,prahar,5,2,5,1,1,1,shivangi,http://www.hindustantimes.com/bollywood/it-s-unfair-to-subject-andrew-to-harsh-comments-on-social-media/story-yCAVzVWvB2q5Nr8ZtUhsiL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
839,839,"Kamya Panjabi's Instagram account was hacked. She posted a bare back picture and captioned it: ?Every time I put in my lipstick on, I smile. because I am being true to myself.? The photo was later deleted from her account.","Television actress Kamya Punjabi has claimed in a tweet that hackers removed a 'backless' picture of hers from Instagram. In the picture, Kamya can be seen posing with a lipstick to promote the film 'Lipstick Under My Burkha'. She tweeted, ""Never posted something I never believed in. Never took off something that I once posted... Happy hacking!""n",Kamya claims hackers removed her 'backless' Instagram pic,5,5,5,4,5,5,prahar,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/tv/kamya-panjabi-s-bare-back-pic-goes-missing-from-instagram-actor-says-account-hacked/story-e0QKmLM295n9J15oEtJZnI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
840,840,"In 2015, about 36,318 Indians adjusted their status to permanent residency while 27,798 Indians are new arrivals who received lawful permanent residency in the form of a Green Card. In one employment-related category, people from India applying for permanent residence as skilled employees currently have a 12-year waiting list.","According to a report, there is a 12-year-long waiting period for Indians applying for permanent residency, also known as Green Card in the United States as skilled employees. ""In other words, the government currently is processing applications filed in May of 2005,"" the report said. However, India is also among the top countries whose residents get Green Cards every year.",Indians applying for Green Card have 12-year waiting list,5,4,5,3,4,4,tarang2,4,4,5,4,4,4,shivangi,http://www.hindustantimes.com/india-news/12-year-waiting-period-for-indians-applying-for-green-card-report/story-Ah4j4Zii4robLfBRGYdCPM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
841,841,"The Yogi Adityanath-led government in Uttar Pradesh allocated Rs 50 crore to enable free data services for students of universities and degree colleges. The state finance minister Rajesh Agarwal presented a Rs 3.84 lakh crore budget, which provides Rs 36,000 crore for waiver of crop loan for farmers.","Chief Minister Yogi Adityanath-led Uttar Pradesh government on Tuesday allocated ?50 crore to enable free data services for students of universities and degree colleges across the state while presenting its first budget. The state finance minister Rajesh Agarwal presented a ?3.84 lakh crore budget, wherein ?36,000 crore has been allocated for farm loans waiver in the state.","UP govt allocates ?50cr for free WiFi in varsities, colleges",5,5,5,5,5,5,tarang2,5,5,5,5,5,5,shivangi,http://www.hindustantimes.com/education/up-govt-allocates-rs-50cr-for-free-wifi-in-varsities-degree-colleges/story-UTiXKBogYb4htz8ON8shII.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
842,842,Bihar BJP today said they will support the JD-U government from outside. Bihar Chief Minister Nitish Kumar may ask his deputy Tejashwi Yadav to reisgn after CBI raids.,"Bihar BJP President Nityanand Rai on Monday said that the BJP is ready to support Bihar CM Nitish Kumar's government if he expels his deputy and Lalu Yadav's son Tejashwi Yadav. Adding that it's BJP's dream to make India 'Congress-free', he said, ""if Kumar will need to save his government...We will support his government from outside but won't join it.""","Expel Lalu's son, will support your govt: BJP to Nitish",5,5,5,5,3,4,darshil,5,5,5,4,4,3,devp,http://indiatoday.intoday.in/story/lalu-yadav-tejashwi-bjp-nitayanand-nitish-kumar/1/998868.html 
843,843,Namastey England is a sequel to 2007 hit Namastey London. Arjun Kapoor is replacing Akshay Kumar in the sequel. The film will roll in early 2018.,"According to reports, Arjun Kapoor will replace Akshay Kumar in Namastey England, a sequel to the 2007 Vipul Shah directed film Namastey London. A source said, ""Arjun was keen...but he wanted to make sure that Akshay had no problems about the franchise moving forward without him."" Namastey England, like the first film, will reportedly be shot in Punjab and UK.",Arjun to replace Akshay in Namastey London sequel: Report,5,4,5,3,3,3,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/arjun-kapoor-replaces-akshay-kumar-namastey-england/1/998261.html 
844,844,"The Congress today acknowledged that the ""courtesy"" meeting indeed took place amid tension between India and China over the Doklam standoff. Earlier, the Congreess denied media reports as ""fake news"" that Rahul Gandhi met a Chinese envoy amid the China-India border standoff in Sikkim.","The Congress on Monday took a U-turn on party Vice President Rahul Gandhi's meeting with the Chinese ambassador to India, Luo Zhaohui, on July 8 in Delhi amid the ongoing China-India border standoff. While the Congress had earlier termed the reports of Gandhi meeting Zhaohui as ""fake news"", the political party later acknowledged that the ""courtesy meeting"" did take place.",Cong takes U-turn on Rahul Gandhi's meet with Chinese envoy,5,5,5,5,5,5,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/rahul-gandhi-chinese-envoy-congress-fake-news/1/998538.html 
845,845,Major Leetul Gogoi's act had stirred a major controversy in the Kashmir Valley during Srinagar bypoll. Jammu and Kashmir Human Rights Commission has asked the state government to pay a compensation of Rs 10 lakh to a local youth.,Jammu and Kashmir Human Rights Commission has asked the state to give ?10 lakh within six weeks as compensation to the man who was used as a human shield by Army to avoid stone pelting. The man was tied to a military jeep by Major NL Gogoi on April 9. Gogoi claimed that his act saved at least 12 lives.,?10L compensation for J&K man used as human shield by Army,5,3,4,3,3,3,tarang2,5,3,5,3,3,3,shivangi,http://indiatoday.intoday.in/story/kashmir-army-jeep-human-shield-stone-pelter-10-lakh-compensation/1/998569.html 
846,846,"The arrested terrorist, identified as Sandeep Kumar Sharma alias Aadil, was part of three attacks last month on security forces in the Kashmir Valley. Kumar was behind the killing of SHO Feroz Dar and five other policemen in Anantnag on June 16. He also carried out a terror attack on an Army convoy on June 3.","The Jammu and Kashmir Police on Monday arrested a man belonging to Uttar Pradesh's Muzaffarnagar area for allegedly working as a Lashkar-e-Taiba terrorist. As per reports, the man, identified as Sandeep Kumar Sharma alias Adil, was part of the three attacks on security forces in the last month. He allegedly sheltered terrorists and ferried them from one place to another.",Lashkar terrorist from UP arrested in Kashmir,5,4,5,4,3,4,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/muzaffarnagar-kashmir-lashkar-terrorist-sandeep-kumar-sharma-up/1/998401.html 
847,847,"At least 19 people were killed in separate incidents of lightning strike in Bihar and Uttar Pradesh. One more person lost his life in Karimganj district of Assam, taking the flood-related toll in the state to 26. Nearly five lakh people are hit across 15 districts.","At least 19 people were killed in different incidents of lightning strikes in Uttar Pradesh and Bihar. The most severely hit was Bihar, where 16 people died and two were injured in seven districts due to the strikes. Meanwhile, the death toll in Assam rose to 26 after one more life was claimed by the floods.","Lightning kills 19 in UP, Bihar; 26 killed in Assam floods",5,5,5,5,5,5,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/lightning-kills-19-in-up-bihar-1-more-dies-in-assam-floods/1/998164.html 
848,848,"Several legislators spoke in support of Tejashwi Yadav in light of the clamour caused by CBI raids on Lalu Yadav, family's residences and FIR against him. Lalit Yadav also appealed Chief Minister Nitish Kumar to not sack the Deputy CM.","The Rashtriya Janata Dal (RJD) MLAs today said that party chief Lalu Prasad Yadav's son Tejashwi Yadav will not resign as the Bihar Deputy Chief Minister over the CBI raids on Yadav family's properties. Notably, after an FIR was registered against Tejashwi Yadav for acquiring Benami property, the BJP has been demanding to sack him from the Cabinet.",Lalu's son won't resign as Bihar Deputy CM: RJD over raids,5,4,4,3,3,4,tarang2,5,4,4,4,4,4,shivangi,http://indiatoday.intoday.in/story/tejashwi-yadav-benami-property-cbi-raids-rjd-lalu-yadav-nitish-kumar/1/998335.html 
849,849,"India top the medal tally for first time in the history of Asian Athletics Championships. They won five gold, one silver and three bronze. China ended this edition on second position with 8 gold, 7 silver and 5 bronze.","India bagged a total of 29 medals including 12 golds to top the medals tally at the Asian Athletics Championships for the first time ever. China, who have dominated the event from 1983 up until the last edition, finished second with overall 20 medals including 8 golds. India's 29 medals is also their highest-ever medal haul in the event's history.",India top Asian Athletics C'ships medals tally for 1st time,5,5,5,4,4,4,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/india-asian-athletics/1/998213.html 
850,850,Ramakant Achrekar was felicitated today at a programme Guru Vandana. He has coached several cricketers from the 1983 World Cup squad member Balwinder Singh Sandhu to the batting legend Sachin Tendulkar.,"Sachin Tendulkar's childhood coach Ramakant Achrekar was felicitated in Mumbai on the occasion of Guru Purnima on Sunday. The event was attended by Achrekar's former protégés including Vinod Kambli, Pravin Amre and Sameer Dighe. Sachin could not make it to the event since he was out of the country, but thanked his coach through a Twitter post.",Sachin's coach Ramakant Achrekar felicitated on Guru Purnima,5,3,4,3,3,3,tarang2,5,5,5,5,4,5,shivangi,http://indiatoday.intoday.in/story/cricketers-recall-their-achrekar-sir-on-guru-pournima/1/998076.html 
851,851,Richa Chadha has denied rumours of a link-up with Inside Edge co-actor Angad Bedi. The pair were spotted together at the 6th edition of Sportsperson of the Year Awards 2017.,"Actress Richa Chadha has denied rumours of dating Pink actor Angad Bedi, adding, ""There is nothing going on like that."" Richa and Angad will be seen together in the upcoming web series Inside Edge. A source had previously said, ""They (Richa and Angad) hadn't met until they started to work together and have been spending time together since."" ",Nothing going on: Richa on rumours of dating Angad Bedi,5,4,5,4,4,3,tarang2,5,5,5,4,4,4,shivangi,http://indiatoday.intoday.in/story/richa-chadha-angad-bedi-dating/1/996787.html 
852,852,The famous blue-bordered sari of Mother Teresa has been recognised as an Intellectual Property of the Missionaries of Charity. The tiny nun of Albanian descent went around the streets of Kolkata since 1948 to be with the poor and the destitutes wearing a white sari with three blue borders.,"Saint Teresa's blue-bordered sari was recognised as an Intellectual Property of the Missionaries of Charity after she was cannonised last year, reports said. The charity made the trademark public recently after it witnessed ""unfair usage of the design across the globe."" It is the first time that a uniform has been protected under the Intellectual Property rights, reports added.",St Teresa's blue-bordered sari trademarked,5,3,5,3,3,3,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/saint-teresas-blue-bordered-sari-an-intellectual-property-now/1/997725.html 
853,853,"Dhanush-Kajol's Velai Illa Pattadhaari 2 is all set for a release on July 28. The theatres in Tamil Nadu have finally opened after a four-day strike. Soundarya Rajinikanth is helming this instalment, which has music by Sean Roldan.","Actor Dhanush, during a press meet of his upcoming film VIP 2 with Kajol, has said that he is confident that Kajol will be a part of VIP 3. He further said, ""It was really fascinating to share screen space with her. My performance went a notch up."" Kajol is returning to Tamil cinema after 20 years with VIP 2. ",I'm confident Kajol will be there in VIP 3: Dhanush,5,3,5,3,3,3,tarang2,5,5,5,3,3,3,shivangi,http://indiatoday.intoday.in/story/after-vip-2-dhanush-and-kajol-to-work-together-in-vip-3/1/997713.html 
854,854,Terrorists are planning a strike at Hauz Khas Village. Delhi Police have stepped up security and police deployment in the area has been tightened. All restaurants and cafes have been asked to keep tight vigil on the monitoring room of CCTV cameras.,"Terrorists are planning a terror attack on the eateries in Delhi's Hauz Khas, according to input by the Intelligence Bureau. It added that the attack might be aimed at foreign nationals attending the areas, and might also be carried out by a foreigner to hide the terrorists' identity. The police has asked all cafes and restaurants to monitor CCTVs.",Terrorists planning to attack Delhi's Hauz Khas: Govt,5,5,5,5,4,4,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/hauz-khas-village-terror-strike-intelligence-bureau-delhi-police/1/997657.html 
855,855,"Narendra Modi met Theresa May during a bilateral meeting on the sidelines of the G20 Summit. Mallya has been in the UK for months, escaping arrest warrants against him. Lalit Modi is wanted by the Indian authorities with respect to a money laundering probe.","Prime Minister Narendra Modi on Saturday sought British PM Theresa May's help to ensure UK's cooperation to bring back economic offenders including fugitive liquor baron Vijay Mallya and former IPL chief Lalit Modi. Mallya is wanted for default on loans worth nearly ?9,000 crore while Lalit Modi is wanted for a money laundering probe.","PM seeks UK's help in return of Vijay Mallya, Lalit Modi",5,3,5,4,4,3,tarang2,5,5,5,4,2,3,shivangi,http://indiatoday.intoday.in/story/pm-seeks-uks-help-in-return-of-vijay-mallya-lalit-modi/1/997613.html 
856,856,"Traders' association of Khan Market said it would ask traders not to sell Chinese goods during the upcoming festive season. Last year, too, there came up a campaign to boycott Chinese goods in the wake of ""Make in India"", which escalated after the Uri attack.",BJP Delhi President Manoj Tiwari on Friday urged Delhi's traders to stop selling Chinese goods to give a big blow to the Chinese economy. He added that China's economy was largely dependent on Indian markets and boycotting their goods would teach neighbours a lesson. He further said China was acting like a 'goonda' and is disturbed by India's growing power.,Manoj Tiwari urges Delhi traders to boycott Chinese goods,5,2,5,3,2,2,tarang2,5,1,4,2,3,2,shivangi,http://indiatoday.intoday.in/story/manoj-tiwari-delhi-bjp-president-boycott-chinese-goods/1/997070.html 
857,857,"Authorities in Central Luzon, a region north of the capital, said the policy was a counter-terrorism measure. Islamist militants took over a city hundreds of kilometres to the south on the island of Mindanao. Government forces have been hammering the city of Marawi in the south for nearly two months.","Authorities in the Central Luzon region of Philippines are reportedly considering issuing Muslim-only IDs to combat terrorism after a city in Mindanao was captured by Islamist militants. The move would allow identification of undesirable individuals and terrorists, officials said. Notably, President Duterte had blamed people of Marawi for sheltering ISIS sympathisers in the besieged city.",Philippine cops propose Muslim ID cards to combat terrorism,5,3,5,2,2,2,tarang2,5,5,5,4,3,4,shivangi,https://www.theguardian.com/world/2017/jul/07/philippines-police-muslim-id-cards-counter-terrorism-marawi?CMP=twt_gu 
858,858,Burhan Wani fled from his home on 16 October 2010 and became a militant at the age of 15. He had reportedly decided to join the militancy due to an incident in which security personnel beat up his elder brother Khalid wani. Burhan's brother Khalid was eventually killed by security forces in April 2015 when he had gone along with three friends to meet his brother.,A Home Ministry official has revealed that the family of terror group Hizbul Mujahideen's slain commander Burhan Wani wanted him to surrender. Wani's relatives sought police intervention in 2013 after he left his home in 2010 and joined militancy at the age of 15. Wani was killed in an encounter with security forces on July 8 last year.,Burhan Wani's family wanted him to surrender: Home Ministry,5,2,5,2,2,2,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/burhan-wani-hizbul-mujahideen-jammu-and-kashmir-mha-official-militancy/1/996292.html 
859,859,"At least 25 cows have died at a cow shelter in Haryana's Kurukshetra district. Continuous rains and lack of food were the chief causes behind the cows' death. The cows died over a the last few days, prompted senior officials to visit the shelter.","At least 25 cows have died at a government-run cow shelter in Haryana's Kurukshetra district due to improper facilities, rains, and lack of food and water. While operations at the cow shelter have been suspended until repair work is carried out, other animals have been relocated to 20 other shelters running in the district, as per reports.",25 cows die at govt-run shelter due to improper facilities,5,4,5,4,4,4,tarang2,5,5,5,5,5,5,shivangi,http://indiatoday.intoday.in/story/haryana-25-cows-die-at-government-run-shelter/1/996633.html 
860,860,"Last month, McDonalds had decided to shut down 43 of the total 55 outlets here due to failure to renew eating house licences. Vikram Bakshi, an equal joint venture partner of McDonalds India Pvt Ltd (MIPL) in Connaught Plaza Restaurants Ltd (CPRL), the licensee for North and East India regions, said licences had expired on March 31.","A total of 43 McDonald's outlets in Delhi operated without valid health licenses for nearly three months from April 1, estranged India partner Vikram Bakshi alleged. Bakshi, an equal joint venture partner of McDonald's India in Connaught Plaza Restaurants, refused to sign licensing documents. Notably, McDonald's shut 43 of the 55 Delhi outlets over failure to renew eating house licences.",43 McDonald's joints ran without health permits for 3 months,5,5,5,5,5,5,tarang2,5,5,4,4,4,4,shivangi,http://indiatoday.intoday.in/story/43-mcdonalds-outlets-ran-without-valid-licence-since-april/1/996333.html 
861,861,RBI issues revised directions on Customer Protection Limiting Liability of Customers in Unauthorised Electronic Banking Transactions. Customers will not suffer any loss if unauthorised electronic banking transactions are reported within three days. Amount involved will be credited in the accounts concerned within 10-days.,"Customers will not suffer any loss if unauthorised electronic banking transactions are reported within three days, according to RBI. Further, the amount involved will be credited to the accounts concerned within 10 days. These rules will be applicable for third-party breaches, where the deficiency lies neither with the bank nor with the customer but elsewhere in the system.",Customers should report fraud in 3 days to avoid losses: RBI,5,5,5,4,4,4,tarang2,5,5,5,5,4,5,shivangi,http://indiatoday.intoday.in/story/customers-should-report-fraud-in-3-days-to-avoid-losses-rbi/1/995836.html 
862,862,A Bengaluru-based Tech Mahindra employee was reportedly asked - or rather instructed - to hang his boots as part of the company's restructuring plans. He was literally instructed by an HR manager to put in his papers the next morning or else face the axe. The employee managed to record his conversation with the HR and then went on to upload the same on Soundcloud.,"A Tech Mahindra employee was asked by an HR executive to resign by 10 AM the next day or else face termination, an audio clip revealed. The executive told him that this was part of cost optimisation. When the employee tried to reason with her, she told him the company reserves all rights to let associates go whenever it wants.",Quit by 10 AM tomorrow or get fired: Tech Mahindra to worker,5,5,5,5,4,5,tarang2,5,1,4,2,2,2,shivangi,http://indiatoday.intoday.in/technology/story/it-employee-gets-fired-for-cost-optimisation-uploads-conversation-with-hr-on-soundcloud/1/995748.html 
863,863,Theatre owners and distributors in Tamil Nadu were demanding withdrawal of 30 per cent local body tax on movie tickets. The state government said they will form the committee to decide on municipal tax. About 1100 theatres were shut in the state since Monday.,The indefinite strike of movie theatres called by Tamil Nadu Theatre Owners and Distributors Association was withdrawn today and theatres are set to open from Friday. The association's President Abirami Ramanathan said that a committee comprising TN government and the association's representatives has been formed to sort out the issue of 30% additional tax being levied over and above GST.,TN theatres to open from Friday as strike gets called off,5,5,5,5,5,5,tarang2,5,5,5,4,3,4,shivangi,http://indiatoday.intoday.in/story/tamil-nadu-theatres-strike-friday/1/995637.html 
